X,y
-3.0,31.0
-2.9393939393939394,29.681359044995407
-2.878787878787879,28.392102846648307
-2.8181818181818183,27.13223140495868
-2.757575757575758,25.901744719926544
-2.696969696969697,24.70064279155188
-2.6363636363636362,23.52892561983471
-2.5757575757575757,22.38659320477502
-2.515151515151515,21.27364554637282
-2.4545454545454546,20.1900826446281
-2.393939393939394,19.135904499540864
-2.333333333333333,18.111111111111107
-2.2727272727272725,17.115702479338836
-2.212121212121212,16.149678604224057
-2.1515151515151514,15.213039485766755
-2.090909090909091,14.30578512396694
-2.0303030303030303,13.42791551882461
-1.9696969696969697,12.579430670339761
-1.9090909090909092,11.760330578512399
-1.8484848484848484,10.970615243342515
-1.7878787878787878,10.210284664830118
-1.7272727272727273,9.479338842975206
-1.6666666666666665,8.777777777777775
-1.606060606060606,8.105601469237833
-1.5454545454545454,7.462809917355371
-1.4848484848484849,6.849403122130394
-1.4242424242424243,6.265381083562903
-1.3636363636363635,5.710743801652892
-1.303030303030303,5.1854912764003664
-1.2424242424242424,4.689623507805326
-1.1818181818181817,4.223140495867767
-1.121212121212121,3.786042240587695
-1.0606060606060606,3.378328741965105
-1.0,3.0
-0.9393939393939394,2.6510560146923785
-0.8787878787878789,2.331496786042241
-0.8181818181818183,2.0413223140495873
-0.7575757575757573,1.7805325987144158
-0.6969696969696968,1.5491276400367304
-0.6363636363636362,1.3471074380165287
-0.5757575757575757,1.1744719926538107
-0.5151515151515151,1.0312213039485767
-0.4545454545454546,0.9173553719008265
-0.39393939393939403,0.8328741965105603
-0.33333333333333304,0.7777777777777776
-0.2727272727272725,0.7520661157024793
-0.21212121212121193,0.755739210284665
-0.15151515151515138,0.7887970615243344
-0.09090909090909083,0.8512396694214877
-0.030303030303030276,0.9430670339761249
0.030303030303030276,1.064279155188246
0.09090909090909083,1.214876033057851
0.15151515151515138,1.3948576675849398
0.21212121212121238,1.6042240587695142
0.27272727272727293,1.842975206611571
0.3333333333333335,2.1111111111111116
0.39393939393939403,2.4086317722681363
0.4545454545454546,2.7355371900826446
0.5151515151515151,3.0918273645546375
0.5757575757575757,3.4775022956841135
0.6363636363636367,3.8925619834710767
0.6969696969696972,4.3370064279155205
0.7575757575757578,4.810835629017449
0.8181818181818183,5.314049586776861
0.8787878787878789,5.846648301193756
0.9393939393939394,6.408631772268136
1.0,7.0
1.0606060606060606,7.620752984389347
1.121212121212121,8.270890725436178
1.1818181818181817,8.950413223140494
1.2424242424242422,9.659320477502293
1.3030303030303028,10.397612488521576
1.3636363636363633,11.165289256198342
1.4242424242424248,11.962350780532606
1.4848484848484853,12.78879706152434
1.5454545454545459,13.64462809917356
1.6060606060606064,14.529843893480262
1.666666666666667,15.444444444444448
1.7272727272727275,16.38842975206612
1.787878787878788,17.361799816345275
1.8484848484848486,18.364554637281913
1.9090909090909092,19.396694214876035
1.9696969696969697,20.45821854912764
2.0303030303030303,21.54912764003673
2.090909090909091,22.6694214876033
2.1515151515151514,23.81910009182736
2.212121212121212,24.9981634527089
2.2727272727272725,26.20661157024793
2.333333333333334,27.444444444444457
2.3939393939393945,28.71166207529845
2.454545454545455,30.00826446280993
2.5151515151515156,31.33425160697889
2.575757575757576,32.68962350780534
2.6363636363636367,34.07438016528926
2.6969696969696972,35.48852157943068
2.757575757575758,36.93204775022957
2.8181818181818183,38.404958677685954
2.878787878787879,39.90725436179982
2.9393939393939394,41.43893480257117
3.0,43.0
