X,y
-3.0,-11.0
-2.9393939393939394,-10.818181818181818
-2.878787878787879,-10.636363636363637
-2.8181818181818183,-10.454545454545455
-2.757575757575758,-10.272727272727273
-2.696969696969697,-10.09090909090909
-2.6363636363636362,-9.909090909090908
-2.5757575757575757,-9.727272727272727
-2.515151515151515,-9.545454545454545
-2.4545454545454546,-9.363636363636363
-2.393939393939394,-9.181818181818182
-2.333333333333333,-9.0
-2.2727272727272725,-8.818181818181817
-2.212121212121212,-8.636363636363637
-2.1515151515151514,-8.454545454545453
-2.090909090909091,-8.272727272727273
-2.0303030303030303,-8.09090909090909
-1.9696969696969697,-7.909090909090909
-1.9090909090909092,-7.7272727272727275
-1.8484848484848484,-7.545454545454545
-1.7878787878787878,-7.363636363636363
-1.7272727272727273,-7.181818181818182
-1.6666666666666665,-7.0
-1.606060606060606,-6.818181818181818
-1.5454545454545454,-6.636363636363637
-1.4848484848484849,-6.454545454545455
-1.4242424242424243,-6.272727272727273
-1.3636363636363635,-6.090909090909091
-1.303030303030303,-5.909090909090909
-1.2424242424242424,-5.7272727272727275
-1.1818181818181817,-5.545454545454545
-1.121212121212121,-5.363636363636363
-1.0606060606060606,-5.181818181818182
-1.0,-5.0
-0.9393939393939394,-4.818181818181818
-0.8787878787878789,-4.636363636363637
-0.8181818181818183,-4.454545454545455
-0.7575757575757573,-4.272727272727272
-0.6969696969696968,-4.09090909090909
-0.6363636363636362,-3.9090909090909087
-0.5757575757575757,-3.727272727272727
-0.5151515151515151,-3.5454545454545454
-0.4545454545454546,-3.3636363636363638
-0.39393939393939403,-3.181818181818182
-0.33333333333333304,-2.999999999999999
-0.2727272727272725,-2.8181818181818175
-0.21212121212121193,-2.636363636363636
-0.15151515151515138,-2.454545454545454
-0.09090909090909083,-2.2727272727272725
-0.030303030303030276,-2.090909090909091
0.030303030303030276,-1.9090909090909092
0.09090909090909083,-1.7272727272727275
0.15151515151515138,-1.5454545454545459
0.21212121212121238,-1.3636363636363629
0.27272727272727293,-1.1818181818181812
0.3333333333333335,-0.9999999999999996
0.39393939393939403,-0.8181818181818179
0.4545454545454546,-0.6363636363636362
0.5151515151515151,-0.4545454545454546
0.5757575757575757,-0.27272727272727293
0.6363636363636367,-0.09090909090908994
0.6969696969696972,0.09090909090909172
0.7575757575757578,0.2727272727272734
0.8181818181818183,0.45454545454545503
0.8787878787878789,0.6363636363636367
0.9393939393939394,0.8181818181818183
1.0,1.0
1.0606060606060606,1.1818181818181817
1.121212121212121,1.3636363636363633
1.1818181818181817,1.545454545454545
1.2424242424242422,1.7272727272727266
1.3030303030303028,1.9090909090909083
1.3636363636363633,2.09090909090909
1.4242424242424248,2.2727272727272743
1.4848484848484853,2.454545454545456
1.5454545454545459,2.6363636363636376
1.6060606060606064,2.8181818181818192
1.666666666666667,3.000000000000001
1.7272727272727275,3.1818181818181825
1.787878787878788,3.363636363636364
1.8484848484848486,3.545454545454546
1.9090909090909092,3.7272727272727275
1.9696969696969697,3.909090909090909
2.0303030303030303,4.090909090909091
2.090909090909091,4.2727272727272725
2.1515151515151514,4.454545454545454
2.212121212121212,4.636363636363636
2.2727272727272725,4.8181818181818175
2.333333333333334,5.000000000000002
2.3939393939393945,5.181818181818183
2.454545454545455,5.363636363636365
2.5151515151515156,5.545454545454547
2.575757575757576,5.727272727272728
2.6363636363636367,5.90909090909091
2.6969696969696972,6.090909090909092
2.757575757575758,6.272727272727273
2.8181818181818183,6.454545454545455
2.878787878787879,6.636363636363637
2.9393939393939394,6.818181818181818
3.0,7.0
