X,y
-3.0,0.2795389080030126
-2.9393939393939394,0.39364174426715376
-2.878787878787879,0.5019920323979302
-2.8181818181818183,0.6030085787975044
-2.757575757575758,0.6952206741908754
-2.696969696969697,0.7772904742616745
-2.6363636363636362,0.8480336054182394
-2.5757575757575757,0.9064377160479499
-2.515151515151515,0.9516787217803528
-2.4545454545454546,0.9831345231616936
-2.393939393939394,1.0003960048919753
-2.333333333333333,1.0032751565720224
-2.2727272727272725,0.9918101850300749
-2.212121212121212,0.9662675171878805
-2.1515151515151514,0.9271406197628264
-2.090909090909091,0.8751455878641734
-2.0303030303030303,0.8112134790610281
-1.9696969696969697,0.7364793934972796
-1.9090909090909092,0.6522683252120085
-1.8484848484848484,0.5600778364502234
-1.7878787878787878,0.46155763713983766
-1.7272727272727273,0.3584861877170059
-1.6666666666666665,0.2527444868976013
-1.606060606060606,0.14628725832827355
-1.5454545454545454,0.041111812276842886
-1.4848484848484849,-0.060775069195353415
-1.4242424242424243,-0.1573917936827104
-1.3636363636363635,-0.24681764811971327
-1.303030303030303,-0.3272289062883009
-1.2424242424242424,-0.39693465304588094
-1.1818181818181817,-0.4544115409260441
-1.121212121212121,-0.4983366260277308
-1.0606060606060606,-0.5276173834669362
-1.0,-0.5414179856542392
-0.9393939393939394,-0.5391809460976922
-0.8787878787878789,-0.5206432926893327
-0.8181818181818183,-0.48584654074456823
-0.7575757575757573,-0.43513988789562785
-0.6969696969696968,-0.36917624755069567
-0.6363636363636362,-0.2889009688483928
-0.5757575757575757,-0.1955333493323842
-0.5151515151515151,-0.0905413194345559
-0.4545454545454546,0.024390049505581213
-0.39393939393939403,0.14739530565097958
-0.33333333333333304,0.2764695137446336
-0.2727272727272725,0.4095119810394827
-0.21212121212121193,0.5443713885482742
-0.15151515151515138,0.6788908577718472
-0.09090909090909083,0.8109515107400727
-0.030303030303030276,0.9385131823847359
0.030303030303030276,1.0596511132926147
0.09090909090909083,1.172587677215767
0.15151515151515138,1.2757184666671288
0.21212121212121238,1.3676323538110071
0.27272727272727293,1.4471254433567369
0.3333333333333335,1.513209119884107
0.39393939393939403,1.5651126460330564
0.4545454545454546,1.602280975194096
0.5151515151515151,1.6243685916355632
0.5757575757575757,1.631230276027718
0.6363636363636367,1.6229097137547268
0.6969696969696972,1.5996268208558528
0.7575757575757578,1.5617645659051511
0.8181818181818183,1.5098559271190546
0.8787878787878789,1.444571456326146
0.9393939393939394,1.366707740088432
1.0,1.277176867997124
1.0606060606060606,1.1769968524124141
1.121212121212121,1.06728280382655
1.1818181818181817,0.9492385597959989
1.2424242424242422,0.8241483978855774
1.3030303030303028,0.6933684358001575
1.3636363636363633,0.5583173332192803
1.4242424242424248,0.420465955501647
1.4848484848484853,0.2813257330594148
1.5454545454545459,0.14243554416939783
1.6060606060606064,0.005347055059111178
1.666666666666667,-0.1283914388533696
1.7272727272727275,-0.25725252013309563
1.787878787878788,-0.379748257758816
1.8484848484848486,-0.4944495876991963
1.9090909090909092,-0.6000060727430407
1.9696969696969697,-0.6951656049611007
2.0303030303030303,-0.7787935909624564
2.090909090909091,-0.8498911566716933
2.1515151515151514,-0.9076119230059604
2.212121212121212,-0.9512769342107832
2.2727272727272725,-0.9803873639517842
2.333333333333334,-0.9946346776238344
2.3939393939393945,-0.993907989834127
2.454545454545455,-0.978298420935505
2.5151515151515156,-0.9481003234184127
2.575757575757576,-0.903809315852323
2.6363636363636367,-0.8461171272076409
2.6969696969696972,-0.7759033164511597
2.757575757575758,-0.6942239902796948
2.8181818181818183,-0.6022976950021015
2.878787878787879,-0.5014887063898922
2.9393939393939394,-0.3932879834568764
3.0,-0.2792920883948392
