iter	RMSE
0	0.8135479601
1	0.796625871
2	0.781636312
3	0.7666007885
4	0.7531750803
5	0.7388226065
6	0.7245846175
7	0.7116604738
8	0.6988899531
9	0.6865063464
10	0.6727703777
11	0.6624681664
12	0.6521749301
13	0.6411350846
14	0.6292707807
15	0.6182118881
16	0.6059162232
17	0.59681228
18	0.5854850609
19	0.5756155765
20	0.5667140712
21	0.5578471954
22	0.5483376171
23	0.5385041461
24	0.5286304631
25	0.520623454
26	0.5121422258
27	0.502278506
28	0.4937317136
29	0.485035882
30	0.4761573193
31	0.4669407073
32	0.4582352439
33	0.4510775456
34	0.4427100815
35	0.4354107296
36	0.4278363681
37	0.4199812634
38	0.4133838204
39	0.4064257085
40	0.3998826568
41	0.3928230927
42	0.3859161288
43	0.3787548239
44	0.3721674792
45	0.3662151999
46	0.359448594
47	0.3531820238
48	0.3478628648
49	0.3421595086
50	0.3365149419
51	0.3305859287
52	0.3252138745
53	0.3197796653
54	0.3147343332
55	0.3108726849
56	0.3059108906
57	0.3003971634
58	0.2957805811
59	0.2922064915
60	0.2880047174
61	0.2832190758
62	0.2788600505
63	0.2749532482
64	0.2703344396
65	0.2659296249
66	0.2623340325
67	0.2577316135
68	0.2534951575
69	0.2497345246
70	0.2461066189
71	0.2424563584
72	0.2398316995
73	0.2374277344
74	0.2346843473
75	0.2319746859
76	0.2281541989
77	0.2249864879
78	0.2214698462
79	0.2184710055
80	0.2151202462
81	0.2122211666
82	0.2096545841
83	0.2069806606
84	0.204074109
85	0.2015616451
86	0.1986140379
87	0.1961214335
88	0.1935087252
89	0.1906907597
90	0.1882928294
91	0.1854446793
92	0.1830779527
93	0.1804628465
94	0.178223171
95	0.1757524952
96	0.1743756271
97	0.1720407337
98	0.170236645
99	0.1682697007
100	0.1660426696
101	0.1636538886
102	0.161597451
103	0.1592172897
104	0.1570719562
105	0.1550874996
106	0.1529916124
107	0.1509800515
108	0.1488946387
109	0.1471362227
110	0.145245681
111	0.1432973409
112	0.1413540231
113	0.139996215
114	0.138452264
115	0.136743383
116	0.1351156716
117	0.1335290533
118	0.1320691224
119	0.1307187404
120	0.1291233883
121	0.1276958808
122	0.1261597234
123	0.1247103121
124	0.1236674453
125	0.122138031
126	0.1210570147
127	0.119402379
128	0.1178356136
129	0.1164072827
130	0.1152144862
131	0.113729379
132	0.1122688413
133	0.1109084849
134	0.1096848375
135	0.1084171594
136	0.1073458612
137	0.1061180212
138	0.1048849335
139	0.1037783437
140	0.1027591991
141	0.1016779283
142	0.1005138503
143	0.09968219053
144	0.09874366184
145	0.09758555673
146	0.09665461588
147	0.09582327037
148	0.09472631206
149	0.09368613505
150	0.09276048648
151	0.09183666966
152	0.09102080295
153	0.09004012217
154	0.08900638096
155	0.08808078851
156	0.0869839587
157	0.0860393085
158	0.08559256553
159	0.08466298025
160	0.08369029675
161	0.08314914862
162	0.08242793259
163	0.08146626782
164	0.08072627382
165	0.07993100334
166	0.07934222506
167	0.07860801742
168	0.07780838692
169	0.07708431572
170	0.07636744171
171	0.07557926618
172	0.07477733943
173	0.07426454991
174	0.07359866004
175	0.07314170884
176	0.07249222655
177	0.07189113088
178	0.07125545262
179	0.07073149914
180	0.07003435531
181	0.06943491323
182	0.0688928671
183	0.06819897179
184	0.06755082429
185	0.06690710784
186	0.06626131698
187	0.06558393336
188	0.06506478981
189	0.06450677798
190	0.064043567
191	0.0635286367
192	0.06308729045
193	0.06265503331
194	0.06226576586
195	0.06174808677
196	0.06141822783
197	0.06089188264
198	0.06047981179
199	0.05995115352
200	0.0594789774
201	0.05902774361
202	0.05852835825
203	0.05803098311
204	0.0575400535
205	0.05710247097
206	0.05657637301
207	0.05614566169
208	0.05579156664
209	0.05532011094
210	0.05505298445
211	0.05469005974
212	0.05422156708
213	0.05377905762
214	0.05339941458
215	0.05298214521
216	0.05255418577
217	0.05212819135
218	0.05172316496
219	0.0515376936
220	0.0511795155
221	0.05077027949
222	0.05053718237
223	0.05007703654
224	0.0497723715
225	0.04972402494
226	0.04941310872
227	0.04906879747
228	0.04892888963
229	0.04867427834
230	0.04834869172
231	0.04802443598
232	0.04766991811
233	0.04733160828
234	0.04714046214
235	0.04689943507
236	0.04659601327
237	0.04628504853
238	0.0459619368
239	0.04562615859
240	0.04552308238
241	0.0452400955
242	0.0449287949
243	0.04466797752
244	0.044410123
245	0.04413929447
246	0.04386854082
247	0.04383025695
248	0.0435075041
249	0.04326272022
250	0.0431735385
251	0.04306699757
252	0.04290351181
253	0.04262146942
254	0.04242669497
255	0.04223999905
256	0.04218456147
257	0.04210474432
258	0.04206946373
259	0.04193648843
260	0.04168302948
261	0.04145568443
262	0.04138612878
263	0.04135215047
264	0.04112098437
265	0.04107057929
266	0.04091231488
267	0.04084639555
268	0.04069868145
269	0.04066765259
270	0.04058837991
271	0.04048170094
272	0.040410534
273	0.04026313088
274	0.04011263037
275	0.04001847902
276	0.03993056878
277	0.03984043819
278	0.03978113713
279	0.03974059627
280	0.0396032335
281	0.03951955656
